"","ppt","horse_name","length_description","origin","response","description","in_analysis"
"1499",18,"Skybreaker",10,"Created","7","Skybreaker had undergone a wind operation and so travelled cleaner.","Yes"
"1500",18,"Scarlet Racer",12,"Created","7","Scarlet Racer was a yard in form and picked up once angled.","Yes"
"1501",18,"Air Ace",6,"Created","8","Air Ace, gelded recently, made headway.","Yes"
"1502",18,"Red Meridian",8,"Created","8","Red Meridian caught the eye at the flats.","Yes"
"1503",18,"Steady Fighter",9,"Created","8","Steady Fighter had afterburners, scrambling home the last furlong.","Yes"
"1504",18,"Diamond Hood",6,"Created","8","Diamond Hood found under minimal cajoling.","Yes"
"1505",18,"Solar Flash",11,"Created","10","Solar Flash had a bit to spare in a quiet sit.","Yes"
"1506",18,"Bold Pride",9,"Created","8","Bold Pride was from a shrewd yard and cruising.","Yes"
"1507",18,"Vladimir",12,"Attheraces","7","Vladimir was narrowly beaten in a fair maiden on the turf course.","Yes"
"1508",18,"Royal Rebel",8,"Created","6","Royal Rebel was visored for the first time.","Yes"
"1509",18,"Silver Phantom",10,"Created","6","Silver Phantom heard the clock tick in the last furlong.","Yes"
"1510",18,"Brave Horizon",9,"Created","9","Brave Horizon had them stretched before the furlong pole.","Yes"
"1511",18,"Silent Eclipse",8,"Created","7","Silent Eclipse travelled into the dip, digging deep.","Yes"
"1512",18,"Leeloo",12,"Created","6","Leeloo was on a string despite being collared in the closing stages.","Yes"
"1513",18,"Blue Horizon",9,"Gemini","7","Blue Horizon raced without the cheekpieces.","Yes"
"1514",18,"Velvet Thunder",12,"Created","6","Velvet Thunder held up in rear, the drop in trip should suit.","Yes"
"1515",18,"Oblique Runner",9,"Created","8","Oblique Runner switched yards, hitting rising ground on steel.","Yes"
"1516",18,"Ruby Ash",9,"Created","7","Ruby Ash had a stripped fitter for the reappearance.","Yes"
"1517",18,"Port Louis",13,"Attheraces","9","Port Louis is a Michael Madgwick-trained and ran a stormer at Doncaster .","Yes"
"1518",18,"Nimbus Crest",12,"Created","8","Nimbus Crest is a sharp sire who settled and saw it out.","Yes"
"1519",18,"Saffron Crest",9,"Created","7","Saffron Crest was bred stout and asserted without stick.","Yes"
"1520",18,"Star Dust",11,"Created","8","Star Dust is a fettle that showed plenty on the gallops.","Yes"
"1521",18,"Urban Legend",11,"Created","7","Urban Legend was in the mix with a generous weight.","Yes"
"1522",18,"Lovelace",12,"Attheraces","8","Lovelace was first-time hooded and worked the oracle.","Yes"
"1523",18,"Vanya",10,"Attheraces","7","Vanya reverted to the flat and the sand boded well.","Yes"
"1524",18,"Summer Breeze",9,"Created","7","Summer Breeze ran with credit with a tongue-tie fitted.","Yes"
"1525",18,"Flashfire",9,"Created","6","Flashfire had a line to the judge being covered.","Yes"
"1526",18,"Crystal Frontier",6,"Created","6","Crystal Frontier settled well in midfield.","Yes"
"1527",18,"Flint Sonata",13,"Created","8","Flint Sonata, wind op, had been suited by the cut in the ground.","Yes"
"1528",18,"Gilded Lily",9,"Created","9","Gilded Lily charged to the line on the gallops.","Yes"
"1529",18,"Silversky",8,"Attheraces","6","Silversky began his handicap career last time out.","Yes"
"1530",18,"Comet Stride",7,"Created","7","Comet Stride had claimer and came widest.","Yes"
"1531",18,"Black Ember",8,"Created","10","Black Ember had matters in safekeeping turning in.","Yes"
"1532",18,"Bramble Halo",9,"Created","8","Bramble Hallo was known for sitting handy and traveling.","Yes"
"1533",18,"Green Dusk",11,"Created","9","Green Dusk had a shade snug in the sands last time.","Yes"
"1534",18,"Swift Valor",9,"Created","7","Swift Valor went through the bridle approaching the pole.","Yes"
"1535",18,"Stockman",13,"Attheraces","8","Stockman led them a merry dance after being pipped.","Yes"
"1536",18,"Neon Charger",9,"Created","6","Neon Charger was let in lightly on prior evidence.","Yes"
"1537",17,"Moss Relic",12,"Created","5","Moss Relic was always in the box seat under a cool ride.","Yes"
"1538",17,"Bold Pride",9,"Created","6","Bold Pride was from a shrewd yard and cruising.","Yes"
"1539",17,"Golden Tempest",7,"Created","7","Golden Tempest did mind the business end.","Yes"
"1540",17,"Nimbus Crest",12,"Created","9","Nimbus Crest is a sharp sire who settled and saw it out.","Yes"
"1541",17,"Black Ember",8,"Created","5","Black Ember had matters in safekeeping turning in.","Yes"
"1542",17,"Velvet Thunder",12,"Created","6","Velvet Thunder held up in rear, the drop in trip should suit.","Yes"
"1543",17,"Silver Phantom",10,"Created","8","Silver Phantom heard the clock tick in the last furlong.","Yes"
"1544",17,"Lunar Charger",9,"Created","8","Lunar Charger was bred for trip and came cruising.","Yes"
"1545",17,"Indigo Marc",9,"Created","8","Indigo Marc found another leg in the last furlong.","Yes"
"1546",17,"Pale Corsair",7,"Created","7","Pale Corsair found plenty off the bridle.","Yes"
"1547",17,"Vladimir",12,"Attheraces","6","Vladimir was narrowly beaten in a fair maiden on the turf course.","Yes"
"1548",17,"Electric Stride",10,"Created","6","Electric Stride was by Miller and came widest, always holding.","Yes"
"1549",17,"Skybreaker",10,"Created","7","Skybreaker had undergone a wind operation and so travelled cleaner.","Yes"
"1550",17,"Urban Legend",11,"Created","5","Urban Legend was in the mix with a generous weight.","Yes"
"1551",17,"Windchaser",9,"Created","7","Windchaser had the edge without showing in the turfs.","Yes"
"1552",17,"Star Dust",11,"Created","7","Star Dust is a fettle that showed plenty on the gallops.","Yes"
"1553",17,"Leeloo",12,"Created","8","Leeloo was on a string despite being collared in the closing stages.","Yes"
"1554",17,"Wave Rider",9,"Created","3","Wave Rider broke hearts late after dropping in class.","Yes"
"1555",17,"Echo Fury",7,"Created","6","Echo Fury held under a tender ride.","Yes"
"1556",17,"Scarlet Racer",12,"Created","6","Scarlet Racer was a yard in form and picked up once angled.","Yes"
"1557",17,"Emerald",9,"Created","7","Emerald was a picture in running at 7 furlongs.","Yes"
"1558",17,"Crystal Frontier",6,"Created","6","Crystal Frontier settled well in midfield.","Yes"
"1559",17,"Flint Sonata",13,"Created","7","Flint Sonata, wind op, had been suited by the cut in the ground.","Yes"
"1560",17,"Desert Flower",9,"Created","6","Desert Flower ran in snatches, still on the bridle.","Yes"
"1561",17,"Lovelace",12,"Attheraces","7","Lovelace was first-time hooded and worked the oracle.","Yes"
"1562",17,"Comet Stride",7,"Created","7","Comet Stride had claimer and came widest.","Yes"
"1563",17,"Gallant Storm",11,"Created","7","Gallant Storm was out of a stager and sat box seat.","Yes"
"1564",17,"Swift Valor",9,"Created","6","Swift Valor went through the bridle approaching the pole.","Yes"
"1565",17,"Saffron Crest",9,"Created","6","Saffron Crest was bred stout and asserted without stick.","Yes"
"1566",17,"Crimson Eclipse",10,"Created","7","Crimson Eclipse was from an in-from yard and always covered.","Yes"
"1567",17,"Silversky",8,"Attheraces","6","Silversky began his handicap career last time out.","Yes"
"1568",17,"Auric Vale",9,"Created","6","Auric Vale took the measure in first-time hood.","Yes"
"1569",17,"Vanya",10,"Attheraces","7","Vanya reverted to the flat and the sand boded well.","Yes"
"1570",17,"Diamond Hood",6,"Created","6","Diamond Hood found under minimal cajoling.","Yes"
"1571",17,"Estragon",11,"Attheraces","8","Estragon was left-handed and secured a hat-trick.","Yes"
"1572",17,"Midnight Inferno",6,"Created","7","Midnight Inferno nursed it through gears.","Yes"
"1573",17,"Worthing",9,"Created","6","Worthing flowed in the turf course running in blinkers.","Yes"
"1574",17,"Red Meridian",8,"Created","6","Red Meridian caught the eye at the flats.","Yes"
"1575",17,"Royal Rebel",8,"Created","6","Royal Rebel was visored for the first time.","Yes"
"1576",17,"Green Dusk",11,"Created","7","Green Dusk had a shade snug in the sands last time.","Yes"
"1577",17,"Solar Flash",11,"Created","7","Solar Flash had a bit to spare in a quiet sit.","Yes"
"1578",17,"Celestial Queen",10,"Created","9","Celestial Queen answered every call in a field of fillies.","Yes"
"1579",17,"Summer Breeze",9,"Created","7","Summer Breeze ran with credit with a tongue-tie fitted.","Yes"
"1580",17,"Dark Mirage",8,"Created","7","Dark Mirage found the seam with first-time blinkers.","Yes"
"1581",17,"Brave Horizon",9,"Created","8","Brave Horizon had them stretched before the furlong pole.","Yes"
"1582",17,"Copper Legacy",8,"Created","6","Copper Legacy hung left in the turf course.","Yes"
"1583",17,"Steady Fighter",9,"Created","9","Steady Fighter had afterburners, scrambling home the last furlong.","Yes"
"1584",17,"Oblique Runner",9,"Created","8","Oblique Runner switched yards, hitting rising ground on steel.","Yes"
"1585",17,"Nightfall",8,"Created","6","Nightfall proved over the trip after running green.","Yes"
"1586",17,"Ruby Ash",9,"Created","6","Ruby Ash had a stripped fitter for the reappearance.","Yes"
"1587",17,"Bramble Halo",9,"Created","6","Bramble Hallo was known for sitting handy and traveling.","Yes"
"1588",17,"Karerin",11,"Attheraces","8","Karenin was placed and took it to the wire.","Yes"
"1589",17,"Stockman",13,"Attheraces","6","Stockman led them a merry dance after being pipped.","Yes"
"1590",17,"Air Ace",6,"Created","8","Air Ace, gelded recently, made headway.","Yes"
"1591",17,"Ticker Pike",6,"Created","8","Ticker Pike had it written beforehand.","Yes"
"1592",17,"Lightning Monarch",10,"Created","7","Lightning Monarch settled his own sums in the turf course.","Yes"
"1593",17,"Gilded Lily",9,"Created","9","Gilded Lily charged to the line on the gallops.","Yes"
"1594",17,"Neon Charger",9,"Created","4","Neon Charger was let in lightly on prior evidence.","Yes"
"1595",17,"Onyx Rune",7,"Created","8","Onyx Rune answered every question readily.","Yes"
"1596",17,"Flashfire",9,"Created","7","Flashfire had a line to the judge being covered.","Yes"
"1597",17,"Port Louis",13,"Attheraces","8","Port Louis is a Michael Madgwick-trained and ran a stormer at Doncaster .","Yes"
"1598",17,"Blue Blaze",9,"Created","7","Blue Blaze hit the rising ground on the steel.","Yes"
"1599",17,"Silent Eclipse",8,"Created","8","Silent Eclipse travelled into the dip, digging deep.","Yes"
"1600",17,"Blue Horizon",9,"Gemini","6","Blue Horizon raced without the cheekpieces.","Yes"
"1601",16,"Brave Horizon",9,"Created","8","Brave Horizon had them stretched before the furlong pole.","Yes"
"1602",16,"Black Ember",8,"Created","4","Black Ember had matters in safekeeping turning in.","Yes"
"1603",16,"Bold Pride",9,"Created","7","Bold Pride was from a shrewd yard and cruising.","Yes"
"1604",16,"Silversky",8,"Attheraces","3","Silversky began his handicap career last time out.","Yes"
"1605",16,"Nimbus Crest",12,"Created","6","Nimbus Crest is a sharp sire who settled and saw it out.","Yes"
"1606",16,"Royal Rebel",8,"Created","5","Royal Rebel was visored for the first time.","Yes"
"1607",16,"Solar Flash",11,"Created","4","Solar Flash had a bit to spare in a quiet sit.","Yes"
"1608",16,"Indigo Marc",9,"Created","7","Indigo Marc found another leg in the last furlong.","Yes"
"1609",16,"Silver Phantom",10,"Created","3","Silver Phantom heard the clock tick in the last furlong.","Yes"
"1610",16,"Skybreaker",10,"Created","6","Skybreaker had undergone a wind operation and so travelled cleaner.","Yes"
"1611",16,"Green Dusk",11,"Created","3","Green Dusk had a shade snug in the sands last time.","Yes"
"1612",16,"Bramble Halo",9,"Created","6","Bramble Hallo was known for sitting handy and traveling.","Yes"
"1613",16,"Desert Flower",9,"Created","5","Desert Flower ran in snatches, still on the bridle.","Yes"
"1614",16,"Summer Breeze",9,"Created","6","Summer Breeze ran with credit with a tongue-tie fitted.","Yes"
"1615",16,"Dark Mirage",8,"Created","6","Dark Mirage found the seam with first-time blinkers.","Yes"
"1616",16,"Midnight Inferno",6,"Created","7","Midnight Inferno nursed it through gears.","Yes"
"1617",16,"Neon Charger",9,"Created","4","Neon Charger was let in lightly on prior evidence.","Yes"
"1618",16,"Electric Stride",10,"Created","5","Electric Stride was by Miller and came widest, always holding.","Yes"
"1619",16,"Air Ace",6,"Created","7","Air Ace, gelded recently, made headway.","Yes"
"1620",16,"Port Louis",13,"Attheraces","8","Port Louis is a Michael Madgwick-trained and ran a stormer at Doncaster .","Yes"
"1621",16,"Steady Fighter",9,"Created","6","Steady Fighter had afterburners, scrambling home the last furlong.","Yes"
"1622",16,"Velvet Thunder",12,"Created","3","Velvet Thunder held up in rear, the drop in trip should suit.","Yes"
"1623",16,"Onyx Rune",7,"Created","6","Onyx Rune answered every question readily.","Yes"
"1624",16,"Scarlet Racer",12,"Created","6","Scarlet Racer was a yard in form and picked up once angled.","Yes"
"1625",16,"Saffron Crest",9,"Created","7","Saffron Crest was bred stout and asserted without stick.","Yes"
"1626",16,"Star Dust",11,"Created","7","Star Dust is a fettle that showed plenty on the gallops.","Yes"
"1627",16,"Wave Rider",9,"Created","3","Wave Rider broke hearts late after dropping in class.","Yes"
"1628",16,"Lovelace",12,"Attheraces","6","Lovelace was first-time hooded and worked the oracle.","Yes"
"1629",16,"Oblique Runner",9,"Created","4","Oblique Runner switched yards, hitting rising ground on steel.","Yes"
"1630",16,"Red Meridian",8,"Created","7","Red Meridian caught the eye at the flats.","Yes"
"1631",16,"Moss Relic",12,"Created","5","Moss Relic was always in the box seat under a cool ride.","Yes"
"1632",16,"Gilded Lily",9,"Created","8","Gilded Lily charged to the line on the gallops.","Yes"
"1633",16,"Crimson Eclipse",10,"Created","5","Crimson Eclipse was from an in-from yard and always covered.","Yes"
"1634",16,"Flint Sonata",13,"Created","3","Flint Sonata, wind op, had been suited by the cut in the ground.","Yes"
"1635",16,"Crystal Frontier",6,"Created","5","Crystal Frontier settled well in midfield.","Yes"
"1636",16,"Vladimir",12,"Attheraces","4","Vladimir was narrowly beaten in a fair maiden on the turf course.","Yes"
"1637",16,"Pale Corsair",7,"Created","4","Pale Corsair found plenty off the bridle.","Yes"
"1638",16,"Leeloo",12,"Created","3","Leeloo was on a string despite being collared in the closing stages.","Yes"
"1639",16,"Celestial Queen",10,"Created","7","Celestial Queen answered every call in a field of fillies.","Yes"
"1640",16,"Golden Tempest",7,"Created","7","Golden Tempest did mind the business end.","Yes"
"1641",16,"Blue Blaze",9,"Created","6","Blue Blaze hit the rising ground on the steel.","Yes"
"1642",16,"Blue Horizon",9,"Gemini","4","Blue Horizon raced without the cheekpieces.","Yes"
"1643",16,"Swift Valor",9,"Created","3","Swift Valor went through the bridle approaching the pole.","Yes"
"1644",16,"Auric Vale",9,"Created","7","Auric Vale took the measure in first-time hood.","Yes"
"1645",16,"Ruby Ash",9,"Created","5","Ruby Ash had a stripped fitter for the reappearance.","Yes"
"1646",16,"Copper Legacy",8,"Created","4","Copper Legacy hung left in the turf course.","Yes"
"1647",16,"Echo Fury",7,"Created","5","Echo Fury held under a tender ride.","Yes"
